0.000000000000000000e+00,3.350960287960531025e-01,0.000000000000000000e+00,1.210389694839029140e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.298748563134004552e-01,0.000000000000000000e+00,2.244342733443528137e-01,1.676350654036229959e-01,0.000000000000000000e+00,1.087539749796531396e-01,0.000000000000000000e+00,8.417517598986432037e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.747044461038907093e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.373576768498862899e-01,6.901152009934302320e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.426002450013844181e-01,0.000000000000000000e+00,4.250532794106541834e-01,2.283515685961924058e-01,0.000000000000000000e+00,1.287568277354991797e-01,0.000000000000000000e+00,1.188832509670003201e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.617449636273629865e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.300439240495708360e-01,0.000000000000000000e+00,7.897026002030490544e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.832012535344805682e-01,2.292482988345653436e-02,7.920173179060771562e-02,0.000000000000000000e+00,3.507683562253006149e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.839503117055284881e-02,2.923990837619458993e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.671263938648968050e-01,3.332302006158596175e-01,9.548341625903022933e-02,0.000000000000000000e+00,4.303990502001124319e-01,1.089083594136747601e+00,7.737470948037891150e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.779140061921582805e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.640217145062635051e-01,0.000000000000000000e+00,2.337906832350251374e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.989092404118036783e-01,0.000000000000000000e+00,5.889556396465939203e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.578612302090063313e-01,5.862675465460678303e-01,6.557143216733930802e-02,0.000000000000000000e+00,6.698239262310899944e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.534792084441573001e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.799774296669827134e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.909341097304145973e-02,1.167163102120268858e+00,5.521760653784516526e-01,0.000000000000000000e+00,1.076733888222313640e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.087602678234312004e+00,2.848350855407231000e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.504111324601663302e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
